label,review
m,جمله توضیح اولیه می‌شود گفت کیفیت پایین سرویس دکوراسیون عالی لوکس قیمت‌‌ها نسبت کیفیت بالا قیمت نسبت دک پز رستوران متناسب رنج قیمتی گران قرار می‌گیرد کافه رستوران پارکینگ اختصاصی دارد بابت مشکلی ندارد سه طبقه پارکینگ دارد رستوران طبقات پنجم ششم قرار دارد نور تراسش شب‌‌ها خیابان مشخصه چشم می‌آید طبقه پنجم رستوران طبقه ششم کافه‌ می‌باشد سفارش زیتون شکم پر سرخ‌شده سالاد سزار فیل هست سوخاری پیتزا دانته برگر گوشت دانته بود زیتون شکم پر سرخ‌شده پنج سیخ چوبی کوچک بود چهار عدد زیتون سیاه قرار داشت داخلش پنیر ماهی پر شده بود سوخاری شده بودند طعمش متفاوت بود خوشمزه نبود ماهی داخلش کمی خواهم بود داشتن پنیر خوانده بودم وگرنه طعم پنیر احساس می‌شد پنیرش دیده می‌شد مقدار سوخاریش کم بود کمی سوخاریش بود کریسپی بود بهتر می‌شد طعم کلیش خوب نبود حداقل سلیقه خاص می‌طلبید متاسفانه سلیقه جور نبود هم‌‌ها هستید آیتم جورایی غذا نباید لیست می‌شد جورایی زیتون پرورده رده آیتم‌‌های کناری غذا غذای اصلی محسوب بشود بهتر بود خوردن زیتون پشت سر تکراری تنوع بود ظاهرش سرو کردنش زیبا شکیل بود عکس مشهود هست ظرف سفید دارچین کاهوی بنفش طراحی رنگ خوراکی سبز رنگ دیزاین شده بود زیتون شکم پر سرخ‌شده نمره ضعیف می‌دهم سالاد سزار سوخاری فیل هست سوخاری زیتون سیاه زیتون سبز گوجه گیلاسی نان کرات هستند کاهو سس مخصوص کاهوی بنفش پنیر پارمزان بود مقدار فیل هست سوخاری داخلش کم بود طعمش معمولی بود مغز سس پنیر نداشت مدل فیله‌ها رول شده نبود طعم سوخاریش خوب نبود داغ نبود سرد نبود کاهوی داخلش رسمی پیچ نبود کاهوی معمولی بود متاسفانه لایه‌‌های پلاسیده اولیه بیرونی سبز کاهو استفاده شده بود زور کاهو حجیم شده بود مقدار پنیر پارمزان داخلش کم بود سسش آبکی سفید بود مزه خاصی نداشت پیاله سس جداگانه آوردند بد نبود خاص نبود تکه‌‌های نون کرات هستند داخلش کم بود نکته خوب قابل‌قبولی نداشت قطعا سالاد‌‌های رستوران‌‌های بلامونیکا پازا پیات سوبار طهرانتو سور هستید جزو بد‌ترین سالاد سزار‌هایی بود خورده بودم نمره ضعیف می‌دهم پیتزا دانته گوشت چرخ کرده بیکن قارچ زیتون سیاه سالسا پنیر بلوچیز پنیر موزارلا پونه بود نکته اولش بود خلاف مخلفات ذکر‌شده خالی مخلفات بود رد پایی بود عکس‌‌هایش گرفتم موجوده عکس دروغ نمی‌گوید مشهود هست رد پایی گوشت بیکن پیتزا بود عجیب غافلگیر کننده بود خمیرش بد بود شبیه خمیر پیتزا نبود نازک سفید بود شبیه خمیر تافتون بود وسطش نرم شل بود گوشه‌‌هایش خشک بود مواد روش به‌قدری کم بود طعم سس پنیر خمیر احساس می‌شد طعم پونه مناسب نبود ظاهرش قشنگ جذاب نبود متاسفانه بد بود نکته مثبتش طعم پنیرش بود پیتزا دانته نمره ضعیف می‌دهم برگر گوشت دانته عدد برگر ورقه بیکن پیاز پنیر زرد ورقه‌ای گوجه خیارشور سس مخصوص کاهوی بنفش بود کنارش ظرف سیب‌زمینی سرخ‌شده سرو شده بود اولا نونش کهنه له چروکیده بود عکس مشخصه طعم گوشت برگرش خوب بود وسطش مغزپخت نبود بیکنش خوب نبود میکس پیاز پنیر زرد سس مخصوص خوب شده بود بیکن استفاده‌شده زبون کش میومد لاستیک شده بود سیب‌زمینی سرخ‌شده کنارش سیب‌زمینی آماده پریس بود حداقل رستوران توقع نمی‌رود سیب‌زمینی آماده پریس استفاده بشود حجمش خوب بود استفاده کاهوی بنفش برگر جالب نبود طعم نامناسبی داشت حجم مواد نون شده بود می‌شد دست برداشت درست حسابی گاز زد رستوران ماکو دگریل نبود گاز اول وا برود بریزد پایین نکات مثبت منفی دو داشت مجموع متوسط بود نمره می‌دهم خوشامدگویی الکام شیات نوشیدنی قرمز رنگ پیاله کره مخصوص ظرف نون خشک سر میز می‌آورند دستشان درد نکند طعم نوشیدنی خوب بود کره مزه قابل‌قبولی داشت نون خشک‌‌ها حجم زیاد کمی عجیب خارج عرف بود اسب پیشکشی بود لطف کردند سرویس میز سس کچاپ هاینز سس فلفل تند تاباسکو دو عدد سس فلفل تند گلوریا تقلبی ایرانیش نام گالری گلوریا روغن زیتون سرکه بالزامیک بود درخواست نمکدان آوردند خودشان فلفل پایش بزرگ‌ سر میز‌ها می‌آیند فلفل می‌ریزند صورت دیفالت میز‌ها نمک فلفل ندارد موقعی فلفل آوردند نصفی غذا‌ها خورده بودیم می‌خواستیم اول فلفل غذا بپاشیم زود‌تر می‌خوردیم نیم ساعت باد فلفل پایش بیاید رد بشود می‌رفتیم بودن نمک فلفل ابتدا سر میز‌ها روتین‌‌تر منطقی تره سرویس بشقاب لیوان میز شکیل تمیز بود دستمال‌‌های ابی زرد خوشگل تزیین شده بودند قاشق‌‌های میز مدلشان مخصوص سوپ‌خوری بود دو مدل کارد سرویس بود یکیش تخصصی مخصوص استیک بود جادستمالی چوبی دستمال‌‌های شیک قرمز رنگ میز‌ها بود تتها موردی احساس می‌شد نیاز رسیدگی دارد تمیز کردن شیشه‌‌های روغن زیتون سرکه بود شیشه چرب دست نفرات قبلی روش بود تمیز کردن میز رفتن مشتری‌‌ها دو شیشه دستمال کشیده بشود بهتر هست پرسنل بی‌نهایت مودب خوش برخورد خوش لباس بودند کت شلوار کراوات خانم لباس فرم شیک کراوات مسیول سالن بودند موزیک پلی شده زیبا خوش سلیقه بود سرویس بهداشتی تمیز مرتب شیک بود میز صندلی‌‌ها شکیل خوب بودند اکثرا مبل‌‌های چرمی راحت ترم نشستن داشت نشستن طولانی خسته اذیت نمی‌شوید انواع اقسام میز صندلی‌‌ها تعداد الی الی نفره داشتند ظرفیت رستوران مجموع دو طبقه زیاد حدود بود فضای تراس دارد ظرفیتش کم هست زود پر می‌شود اکثرا رزرو می‌کنند نصیب نشد منوی کافه دارد قلیان دارد طبقه بالا می‌دهند صبحانه دارد اینترنت رایگان دارند طبقه پنجم مخصوص رستوران طبقه ششم مخصوص کافه قلیان است طبیعتا جابجایی طبقات آسانسور دارد رستوران شیک باکلاس لوکس هست ترتیب سرو غذا‌ها می‌توانید بگویید جالب داخل فیش ثبت می‌شود آماده شدن غذا‌ها خوب معقول بود حق سرویس ندارد مالیات ارزش افزوده ندارد کارت خواهند سیار دارند صورت حساب میز می‌آورند رستوران انواع اقسام مدل‌‌های مراجعه نظیر دوستانه خانوادگی رمانتیک دو نفره برگزاری مهمانی جشن تولد رده سنی‌‌ها تعداد نفراتی مناسب هست صندلی مخصوص کودک دارند تهویه هوا‌های داخل رستوران مطبوع خوب ایده آله جمع‌بندی رستوران می‌شود گفت نکات مثبت نقطه برتری رستوران برخورد عالی پرسنل فضا دکوراسیون شیک لوکسش هست نقطه ضعف رستوران متاسفانه کیفیت غذا‌هایش بود خاص خوب نبود نتیجه مراجعه رستوران بسته دارد می‌گردید اولویت می‌باشد پیشنهاد می‌توانم بگویم رستوران‌‌های بزرگی ظرفیت زیاد نظرم حتما نیاز سیستم زنگ گارسون میز‌ها دارد منوی رستوران استیک بشقاب‌‌های مخصوص دریایی تنوع خوبی داشت برگر ساندویچ ضعیف هست واقع ساندویچ ندارد برگر مدل نیست رنج قیمتی رستوران رده بالا قرار می‌گیرد محیط دکور سرویس رستوران متناسب کیفیت حجم غذا‌ها نامتناسب بود نظرم رستوران خاطر محیطش جو داخل دکوراسیون مسایل اینجوریش ارزش بار رفتن دارد قرار باشد مراجعه مجددی کار باشد حتما کیفیت غذا‌ها تجدید نظر بشود مواردی می‌شد دربارش صحبت کرد مسیل هست چک کردن بود ترجیح می‌دهم پست جداگانه دربارش مطلب بنویسم مطمین بشوم حتما جداگانه توجه دقت قرار بگیرد ممنون خسته نباشید خدمت پرسنل محترم کافه رستوران دانته
p,جوجه کباب ترش گرفتیم تومان خوش طعم نرم بود ترشی تره تازه خوشمزه بود برنج بوی برنج دادی بوی ضعیفی داشت ذوق نمی‌زد دو ماست موسیر دوغ اب شد هزار تومان لذت بود متاسفانه وسط‌های غذا یاد عکس افتادم
m,جمله ساندویچی‌های کیفیت تهران ساندویچ سرد ارایه می دهد ساندویچ است ساندویچ‌ها بهترین کیفیت‌ترین مواد غذایی استفاده شده غذای خوبی رفتار پرسنل اغذیه فروشی افزایش محبوبیت ان فست فودهای معروف تهران کمک کرده است شعبه اولیه اغذیه فروشی فضای کوچک صمیمی دارد خیابان سی تیر است شعبه دوم ان خیابان کریم خان حیابان حسینی نبش کوچه دوم غربی قرار دارد ساندویچ‌های ان همانند شعبه اول است تفاوت غذاهای ساندویچی بهترین فست فودهای تهران بار امتحان حتما متوجه خواهید شد
m,جوجه کباب ترش ماهی باقالی خورشت عالی بود رامسر جزو بهترینهاست فوق‌العاده شلوغ
p,جوجه کباب طعم لذیذ متفاوت دارد حلیم بادمجان عالی هست سالن شیک تمیز شلوغ می‌شود صف بایستیم
m,جوجه کباب سفارش دادم خوشمزه بود لیمونادش هستم خوب بود مادرم جوجه چینی سفارش داد خوشمزه بود
n,جنارو ژوانی سابق بجای افزودن شعبش فکر کیفیت می‌بود بهتر بود رستوران سالهای سال پاتوق همسرم بود هفته‌ای نبود رستوران سر نزنیم شعبه اصلی مرزدار‌ها هستند هست دیدم کوروش شعبه زده فورا رفتم اولین مشتری‌‌های شعبه باشم انتظار ورود کیفیت پایین بد روبروشدم قیمت بالا دل نشست غذایی دادن سرد بود پنیر روش ماسیده بود
n,جوجه کباب سینه سوپ سفارش بود برخورد سفارش گیرنده خوب بود غذا دستم رسید کمی سرد بود جوجه‌‌ها طعم خوبی داشتن می‌شود گفت سوخته بود دور چین غذا هیجان‌انگیز نبود مالیات ارزش افزوده فاکتور حساب شده بود جالب هزینه ظرف یکبار مصرف الومینیومی حساب کرده بودن نبود هوس کنم تجربه کنم
n,جنارو همم هستم خوب دو شب بود همسرم گفتیم یاد ایام اول اشنایی بزنیم رستوران رستورانی ااون روزها نامش جیووانی بود شد ژوانی کیفیت غذا قیمت‌هایش فوق‌العاده مطلوب بودن دلایل زیادی رفتن داشتیم دو شب رفتیم شعبه پاسدار‌ها هستند بدو ورود علایمی بود میداد رستوران تغییرات اساسی داشته اولینش چیدن صندلی‌‌ها میز‌ها بود دومیش ریختن سرکه سالاد تحویلش بود پیش‌تر وقت اتفاق نیافتاده بود سومی استفاده نان باگت خشک بروسکتا بود زیبا مسله گارسون محترم طرح کردم ایشون اشاره کردن خوب نون بروشکتا سوخاری بشود بنده عرض کردم نون خشک استفاده بشود چهارم افت کیفیت توجه پاستاهای بود ششم رشد قیمت نامنصفانه ایامی هست کشور تورمی نبوده ممنون رستوران تغییر دادید نذاشتید خاطرات خراب بشود جنارو نخواهم رفت
m,جوجه نار‌ها دوست دارم خوشمزه است
m,جوجه کباب استخوان بهترین غذای رستوران
p,جوجه کباب برگی سفارش دادم خوشمزه آبدار بود قیمت‌‌ها مقدار بالا است نسبت محیط کیفیت معقول هست فضای خوب دنجی دارد سرویس‌دهی شوند خوب بود
m,جوجه کباب جوجه کیفیت خوبی دارند کوبیده معمولی است سرویس بسته‌بندی خوب هست هزینه می‌باشد
m,جوجه کباب خوب رفتار گارسون‌‌ها بد توجه مدیریت موجب دست دادن مشتری‌‌ها نشود بیایند کردن انعام نظر رستوران شکری زننده هست فکر می‌کند رستوران سطح پایینیه امید واروم کیفیت فدای رفتار زشت گارسون‌‌ها نشود
m,جوجه کباب خورشت بادمجان کشک بادمجان امتحان کردم سه خوب بودند کشک بادمجان نظرم کم حجمش کم بود رستوران غذای خوبی آرایه میداد اندازه شلوغ بود موسیقی زنده داشت صدای بلندی داشت میز‌ها نزدیک بودند کلا دکور شلوغی داشت استرس منتقل می‌شد موقع صرف غذا
m,جوجه کوبیده خوبی دارد
m,جنارو کیفیتش خوب هست اونهایی رستوران مرزدار‌ها هستند بود رفتن قبول دارند بهتر بود خوب هست موقع بود رستوران زرق برقش دکوراسیون دیزاینش قشنگ‌‌تر هست
p,جنبار رستوران رفته‌ایم رستورانی خوبی است پرسنل خوش برخورد مودب هستند کیفیت غذا‌های عربی مقایسه رستوران‌‌های عربی بالا‌تر است
p,جوجه کباب نرم عالی بود کباب لقمه خوشمزه بود تماس گرفتیم آوردند راضی بودیم
m,جوجه کبابش حرف ندارد محیط رستوران دکوراسیون سال غذا‌ها فوق‌العاده هستند گذری داشتین رد می‌شدید موقع ناهار بود دستش ندید
n,جوجه‌‌هایش بدک نیست نسبت سال افت کرده کیفیت کباب‌‌هایش عاشق بنابم نزدیکه بهم مشتریش بودم زیاد خرید نمی‌کنم
